JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
AC	Journal des achats	0000130	20260214	606400	Fournitures administratives			AC02F01414	20260214	Fournitures administratives - BUREAU ET CONSOMMABLES 33	270,00	0,00			20260214		
AC	Journal des achats	0000130	20260214	445660	TVA déductible autres biens et services			AC02F01414	20260214	Fournitures administratives - BUREAU ET CONSOMMABLES 33	54,00	0,00			20260214		
AC	Journal des achats	0000130	20260214	401000	Fournisseurs	F014	BUREAU ET CONSOMMABLES 33	AC02F01414	20260214	Fournitures administratives - BUREAU ET CONSOMMABLES 33	0,00	324,00			20260214		
AC	Journal des achats	0000131	20260214	606410	Papier recyclé et imprimés internes			AC02F01414	20260214	Papier recyclé - BUREAU ET CONSOMMABLES 33 ramettes=7	75,00	0,00			20260214		
AC	Journal des achats	0000131	20260214	445660	TVA déductible autres biens et services			AC02F01414	20260214	Papier recyclé - BUREAU ET CONSOMMABLES 33 ramettes=7	15,00	0,00			20260214		
AC	Journal des achats	0000131	20260214	401000	Fournisseurs	F014	BUREAU ET CONSOMMABLES 33	AC02F01414	20260214	Papier recyclé - BUREAU ET CONSOMMABLES 33 ramettes=7	0,00	90,00			20260214		
BQ	Journal de banque	0000132	20260214	401000	Fournisseurs	F018	MAINTENANCE IT OCEANE	REGAC01F01827	20260214	Règlement fournisseur AC01F01827	756,00	0,00			20260214		
BQ	Journal de banque	0000132	20260214	512000	Banque principale			REGAC01F01827	20260214	Règlement fournisseur AC01F01827	0,00	756,00			20260214		
BQ	Journal de banque	0000133	20260214	512000	Banque principale			REGVE01C	20260214	Encaissement facture VE01C	33768,00	0,00			20260214		
BQ	Journal de banque	0000133	20260214	411000	Clients	C003	CLIENT NOVA BASSIN NUMERIQUE	REGVE01C	20260214	Encaissement facture VE01C	0,00	33768,00			20260214		
AC	Journal des achats	0000134	20260215	606420	Fournitures responsables labellisées			AC02F01415	20260215	Fournitures labellisées responsables - BUREAU ET CONSOMMABLES 33	99,00	0,00			20260215		
AC	Journal des achats	0000134	20260215	445660	TVA déductible autres biens et services			AC02F01415	20260215	Fournitures labellisées responsables - BUREAU ET CONSOMMABLES 33	19,80	0,00			20260215		
AC	Journal des achats	0000134	20260215	401000	Fournisseurs	F014	BUREAU ET CONSOMMABLES 33	AC02F01415	20260215	Fournitures labellisées responsables - BUREAU ET CONSOMMABLES 33	0,00	118,80			20260215		
AC	Journal des achats	0000135	20260215	606210	Fournitures entretien écoresponsables			AC02F01415	20260215	Produits entretien écoresponsables - BUREAU ET CONSOMMABLES 33	120,00	0,00			20260215		
AC	Journal des achats	0000135	20260215	445660	TVA déductible autres biens et services			AC02F01415	20260215	Produits entretien écoresponsables - BUREAU ET CONSOMMABLES 33	24,00	0,00			20260215		
AC	Journal des achats	0000135	20260215	401000	Fournisseurs	F014	BUREAU ET CONSOMMABLES 33	AC02F01415	20260215	Produits entretien écoresponsables - BUREAU ET CONSOMMABLES 33	0,00	144,00			20260215		
AC	Journal des achats	0000136	20260215	606220	Produits hygiène sécurité			AC02F01415	20260215	Produits hygiène sécurité - BUREAU ET CONSOMMABLES 33	56,00	0,00			20260215		
AC	Journal des achats	0000136	20260215	445660	TVA déductible autres biens et services			AC02F01415	20260215	Produits hygiène sécurité - BUREAU ET CONSOMMABLES 33	11,20	0,00			20260215		
AC	Journal des achats	0000136	20260215	401000	Fournisseurs	F014	BUREAU ET CONSOMMABLES 33	AC02F01415	20260215	Produits hygiène sécurité - BUREAU ET CONSOMMABLES 33	0,00	67,20			20260215		
BQ	Journal de banque	0000137	20260215	442100	Prélèvement à la source impôt sur le revenu			PAS01	20260215	Reversement PAS DSN 01/2026	1886,29	0,00			20260215		
BQ	Journal de banque	0000137	20260215	512000	Banque principale			PAS01	20260215	Reversement PAS DSN 01/2026	0,00	1886,29			20260215		
BQ	Journal de banque	0000138	20260215	401000	Fournisseurs	F019	LICENCES LOGICIELLES EUROPE	REGAC01F01928	20260215	Règlement fournisseur AC01F01928	1332,00	0,00			20260215		
BQ	Journal de banque	0000138	20260215	512000	Banque principale			REGAC01F01928	20260215	Règlement fournisseur AC01F01928	0,00	1332,00			20260215		
BQ	Journal de banque	0000139	20260215	401000	Fournisseurs	F019	LICENCES LOGICIELLES EUROPE	REGAC01F01928	20260215	Règlement fournisseur AC01F01928	600,00	0,00			20260215		
BQ	Journal de banque	0000139	20260215	512000	Banque principale			REGAC01F01928	20260215	Règlement fournisseur AC01F01928	0,00	600,00			20260215		
AC	Journal des achats	0000140	20260216	625120	Transports urbains			AC02F00916	20260216	Transports urbains - MOBILITE ATLANTIQUE km_urbain=350	320,00	0,00			20260216		
AC	Journal des achats	0000140	20260216	445660	TVA déductible autres biens et services			AC02F00916	20260216	Transports urbains - MOBILITE ATLANTIQUE km_urbain=350	32,00	0,00			20260216		
AC	Journal des achats	0000140	20260216	401000	Fournisseurs	F009	MOBILITE ATLANTIQUE	AC02F00916	20260216	Transports urbains - MOBILITE ATLANTIQUE km_urbain=350	0,00	352,00			20260216		
AC	Journal des achats	0000141	20260216	625110	Voyages professionnels train			AC02F01016	20260216	Voyages professionnels train - SNCF CONNECT PRO km_train=1800	880,00	0,00			20260216		
AC	Journal des achats	0000141	20260216	445660	TVA déductible autres biens et services			AC02F01016	20260216	Voyages professionnels train - SNCF CONNECT PRO km_train=1800	88,00	0,00			20260216		
AC	Journal des achats	0000141	20260216	401000	Fournisseurs	F010	SNCF CONNECT PRO	AC02F01016	20260216	Voyages professionnels train - SNCF CONNECT PRO km_train=1800	0,00	968,00			20260216		
BQ	Journal de banque	0000142	20260216	401000	Fournisseurs	F008	ASSUR BORDEAUX PRO	REGAC01F00829	20260216	Règlement fournisseur AC01F00829	4200,00	0,00			20260216		
BQ	Journal de banque	0000142	20260216	512000	Banque principale			REGAC01F00829	20260216	Règlement fournisseur AC01F00829	0,00	4200,00			20260216		
BQ	Journal de banque	0000143	20260216	401000	Fournisseurs	F025	COOPERATIVE VELOS ENTREPRISE	REGAC01F02529	20260216	Règlement fournisseur AC01F02529	432,00	0,00			20260216		
BQ	Journal de banque	0000143	20260216	512000	Banque principale			REGAC01F02529	20260216	Règlement fournisseur AC01F02529	0,00	432,00			20260216		
AC	Journal des achats	0000144	20260217	625130	Taxis VTC			AC02F01117	20260217	Taxis VTC - VTC GIRONDE PRO km_vtc=150	250,00	0,00			20260217		
AC	Journal des achats	0000144	20260217	445660	TVA déductible autres biens et services			AC02F01117	20260217	Taxis VTC - VTC GIRONDE PRO km_vtc=150	25,00	0,00			20260217		
AC	Journal des achats	0000144	20260217	401000	Fournisseurs	F011	VTC GIRONDE PRO	AC02F01117	20260217	Taxis VTC - VTC GIRONDE PRO km_vtc=150	0,00	275,00			20260217		
VE	Journal des ventes	0000145	20260217	411000	Clients	C003	CLIENT NOVA BASSIN NUMERIQUE	VE02C	20260217	Facture CLIENT NOVA BASSIN NUMERIQUE 02/2026 projet=FORMATION_ESG	34200,00	0,00			20260217		
VE	Journal des ventes	0000145	20260217	706300	Prestations formation ateliers			VE02C	20260217	Facture CLIENT NOVA BASSIN NUMERIQUE 02/2026 projet=FORMATION_ESG	0,00	12500,00			20260217		
VE	Journal des ventes	0000145	20260217	706400	Prestations diagnostic ESG data			VE02C	20260217	Facture CLIENT NOVA BASSIN NUMERIQUE 02/2026 projet=FORMATION_ESG	0,00	16000,00			20260217		
VE	Journal des ventes	0000145	20260217	445710	TVA collectée			VE02C	20260217	Facture CLIENT NOVA BASSIN NUMERIQUE 02/2026 projet=FORMATION_ESG	0,00	5700,00			20260217		
BQ	Journal de banque	0000146	20260217	401000	Fournisseurs	F027	MEDECINE TRAVAIL GIRONDE	REGAC01F02730	20260217	Règlement fournisseur AC01F02730	780,00	0,00			20260217		
BQ	Journal de banque	0000146	20260217	512000	Banque principale			REGAC01F02730	20260217	Règlement fournisseur AC01F02730	0,00	780,00			20260217		
AC	Journal des achats	0000147	20260218	625170	Indemnités kilométriques			AC02F00918	20260218	Indemnités kilométriques - MOBILITE ATLANTIQUE km_voiture=270	200,00	0,00			20260218		
AC	Journal des achats	0000147	20260218	401000	Fournisseurs	F009	MOBILITE ATLANTIQUE	AC02F00918	20260218	Indemnités kilométriques - MOBILITE ATLANTIQUE km_voiture=270	0,00	200,00			20260218		
AC	Journal des achats	0000148	20260218	625150	Hébergement missions			AC02F01318	20260218	Hébergement missions - HOTELS RESPONSABLES FRANCE nuitées=4	520,00	0,00			20260218		
AC	Journal des achats	0000148	20260218	445660	TVA déductible autres biens et services			AC02F01318	20260218	Hébergement missions - HOTELS RESPONSABLES FRANCE nuitées=4	52,00	0,00			20260218		
AC	Journal des achats	0000148	20260218	401000	Fournisseurs	F013	HOTELS RESPONSABLES FRANCE	AC02F01318	20260218	Hébergement missions - HOTELS RESPONSABLES FRANCE nuitées=4	0,00	572,00			20260218		
AC	Journal des achats	0000149	20260218	625160	Repas en déplacement			AC02F02818	20260218	Repas déplacement - TRAITEUR LOCAL RESPONSABLE	460,00	0,00			20260218		
AC	Journal des achats	0000149	20260218	445660	TVA déductible autres biens et services			AC02F02818	20260218	Repas déplacement - TRAITEUR LOCAL RESPONSABLE	46,00	0,00			20260218		
AC	Journal des achats	0000149	20260218	401000	Fournisseurs	F028	TRAITEUR LOCAL RESPONSABLE	AC02F02818	20260218	Repas déplacement - TRAITEUR LOCAL RESPONSABLE	0,00	506,00			20260218		
AC	Journal des achats	0000150	20260219	624700	Transports collectifs du personnel			AC02F00919	20260219	Transport collectif personnel événement interne - MOBILITE ATLANTIQUE	210,00	0,00			20260219		
AC	Journal des achats	0000150	20260219	445660	TVA déductible autres biens et services			AC02F00919	20260219	Transport collectif personnel événement interne - MOBILITE ATLANTIQUE	21,00	0,00			20260219		
AC	Journal des achats	0000150	20260219	401000	Fournisseurs	F009	MOBILITE ATLANTIQUE	AC02F00919	20260219	Transport collectif personnel événement interne - MOBILITE ATLANTIQUE	0,00	231,00			20260219		
AC	Journal des achats	0000151	20260219	624400	Transports administratifs			AC02F00919	20260219	Transport administratif - MOBILITE ATLANTIQUE	120,00	0,00			20260219		
AC	Journal des achats	0000151	20260219	445660	TVA déductible autres biens et services			AC02F00919	20260219	Transport administratif - MOBILITE ATLANTIQUE	12,00	0,00			20260219		
AC	Journal des achats	0000151	20260219	401000	Fournisseurs	F009	MOBILITE ATLANTIQUE	AC02F00919	20260219	Transport administratif - MOBILITE ATLANTIQUE	0,00	132,00			20260219		
AC	Journal des achats	0000152	20260220	628200	Nettoyage des locaux			AC02F02420	20260220	Nettoyage écologique bureaux - NETTOYAGE VERT BORDEAUX	580,00	0,00			20260220		
AC	Journal des achats	0000152	20260220	445660	TVA déductible autres biens et services			AC02F02420	20260220	Nettoyage écologique bureaux - NETTOYAGE VERT BORDEAUX	116,00	0,00			20260220		
AC	Journal des achats	0000152	20260220	401000	Fournisseurs	F024	NETTOYAGE VERT BORDEAUX	AC02F02420	20260220	Nettoyage écologique bureaux - NETTOYAGE VERT BORDEAUX	0,00	696,00			20260220		
BQ	Journal de banque	0000153	20260220	401000	Fournisseurs	F001	BAIL ATLANTIQUE BUREAUX	REGAC02F00102	20260220	Règlement fournisseur AC02F00102	5040,00	0,00			20260220		
BQ	Journal de banque	0000153	20260220	512000	Banque principale			REGAC02F00102	20260220	Règlement fournisseur AC02F00102	0,00	5040,00			20260220		
BQ	Journal de banque	0000154	20260220	445510	TVA à décaisser			REGTVA01	20260220	Paiement TVA 01/2026	17928,70	0,00			20260220		
BQ	Journal de banque	0000154	20260220	512000	Banque principale			REGTVA01	20260220	Paiement TVA 01/2026	0,00	17928,70			20260220		
BQ	Journal de banque	0000155	20260220	512000	Banque principale			REGVE01B	20260220	Encaissement facture VE01B	42960,00	0,00			20260220		
BQ	Journal de banque	0000155	20260220	411000	Clients	C002	CLIENT PORT GARONNE ANALYTICS	REGVE01B	20260220	Encaissement facture VE01B	0,00	42960,00			20260220		
AC	Journal des achats	0000156	20260221	628800	Collecte déchets non dangereux			AC02F01621	20260221	Collecte déchets non dangereux - CYCLORECYCLE GIRONDE kg_dechets=95	190,00	0,00			20260221		
AC	Journal des achats	0000156	20260221	445660	TVA déductible autres biens et services			AC02F01621	20260221	Collecte déchets non dangereux - CYCLORECYCLE GIRONDE kg_dechets=95	38,00	0,00			20260221		
AC	Journal des achats	0000156	20260221	401000	Fournisseurs	F016	CYCLORECYCLE GIRONDE	AC02F01621	20260221	Collecte déchets non dangereux - CYCLORECYCLE GIRONDE kg_dechets=95	0,00	228,00			20260221		
AC	Journal des achats	0000157	20260221	628810	Recyclage papier carton			AC02F01621	20260221	Recyclage papier carton - CYCLORECYCLE GIRONDE kg_papier=53	121,00	0,00			20260221		
AC	Journal des achats	0000157	20260221	445660	TVA déductible autres biens et services			AC02F01621	20260221	Recyclage papier carton - CYCLORECYCLE GIRONDE kg_papier=53	24,20	0,00			20260221		
AC	Journal des achats	0000157	20260221	401000	Fournisseurs	F016	CYCLORECYCLE GIRONDE	AC02F01621	20260221	Recyclage papier carton - CYCLORECYCLE GIRONDE kg_papier=53	0,00	145,20			20260221		
BQ	Journal de banque	0000158	20260221	401000	Fournisseurs	F001	BAIL ATLANTIQUE BUREAUX	REGAC02F00103	20260221	Règlement fournisseur AC02F00103	792,00	0,00			20260221		
BQ	Journal de banque	0000158	20260221	512000	Banque principale			REGAC02F00103	20260221	Règlement fournisseur AC02F00103	0,00	792,00			20260221		
AC	Journal des achats	0000159	20260222	628830	Destruction sécurisée documents			AC02F01622	20260222	Destruction sécurisée documents - CYCLORECYCLE GIRONDE kg_papier_confidentiel=40	140,00	0,00			20260222		
AC	Journal des achats	0000159	20260222	445660	TVA déductible autres biens et services			AC02F01622	20260222	Destruction sécurisée documents - CYCLORECYCLE GIRONDE kg_papier_confidentiel=40	28,00	0,00			20260222		
AC	Journal des achats	0000159	20260222	401000	Fournisseurs	F016	CYCLORECYCLE GIRONDE	AC02F01622	20260222	Destruction sécurisée documents - CYCLORECYCLE GIRONDE kg_papier_confidentiel=40	0,00	168,00			20260222		
AC	Journal des achats	0000160	20260222	628840	Biodéchets compost			AC02F01622	20260222	Compost biodéchets - CYCLORECYCLE GIRONDE kg_biodechets=32	89,00	0,00			20260222		
AC	Journal des achats	0000160	20260222	445660	TVA déductible autres biens et services			AC02F01622	20260222	Compost biodéchets - CYCLORECYCLE GIRONDE kg_biodechets=32	17,80	0,00			20260222		
AC	Journal des achats	0000160	20260222	401000	Fournisseurs	F016	CYCLORECYCLE GIRONDE	AC02F01622	20260222	Compost biodéchets - CYCLORECYCLE GIRONDE kg_biodechets=32	0,00	106,80			20260222		
BQ	Journal de banque	0000161	20260222	401000	Fournisseurs	F002	ENERGIE GARONNE	REGAC02F00204	20260222	Règlement fournisseur AC02F00204	1260,00	0,00			20260222		
BQ	Journal de banque	0000161	20260222	512000	Banque principale			REGAC02F00204	20260222	Règlement fournisseur AC02F00204	0,00	1260,00			20260222		
BQ	Journal de banque	0000162	20260222	401000	Fournisseurs	F002	ENERGIE GARONNE	REGAC02F00204	20260222	Règlement fournisseur AC02F00204	372,00	0,00			20260222		
BQ	Journal de banque	0000162	20260222	512000	Banque principale			REGAC02F00204	20260222	Règlement fournisseur AC02F00204	0,00	372,00			20260222		
AC	Journal des achats	0000163	20260223	622630	Conseil climat ESG bilan carbone			AC02F02023	20260223	Conseil climat ESG bilan carbone - CABINET CONSEIL CARBONE tCO2e_estimees=42	3200,00	0,00			20260223		
AC	Journal des achats	0000163	20260223	445660	TVA déductible autres biens et services			AC02F02023	20260223	Conseil climat ESG bilan carbone - CABINET CONSEIL CARBONE tCO2e_estimees=42	640,00	0,00			20260223		
AC	Journal des achats	0000163	20260223	401000	Fournisseurs	F020	CABINET CONSEIL CARBONE	AC02F02023	20260223	Conseil climat ESG bilan carbone - CABINET CONSEIL CARBONE tCO2e_estimees=42	0,00	3840,00			20260223		
BQ	Journal de banque	0000164	20260223	401000	Fournisseurs	F003	EAU BORDEAUX METROPOLE	REGAC02F00305	20260223	Règlement fournisseur AC02F00305	142,80	0,00			20260223		
BQ	Journal de banque	0000164	20260223	512000	Banque principale			REGAC02F00305	20260223	Règlement fournisseur AC02F00305	0,00	142,80			20260223		
VE	Journal des ventes	0000165	20260225	411000	Clients	C005	CLIENT CIRCULAIRE TECH ATLANTIQUE	VE02E	20260225	Facture CLIENT CIRCULAIRE TECH ATLANTIQUE 02/2026 mission=maintenance_ESG	23220,00	0,00			20260225		
VE	Journal des ventes	0000165	20260225	706500	Prestations maintenance data platform			VE02E	20260225	Facture CLIENT CIRCULAIRE TECH ATLANTIQUE 02/2026 mission=maintenance_ESG	0,00	18500,00			20260225		
VE	Journal des ventes	0000165	20260225	708800	Autres produits activités annexes			VE02E	20260225	Facture CLIENT CIRCULAIRE TECH ATLANTIQUE 02/2026 mission=maintenance_ESG	0,00	850,00			20260225		
VE	Journal des ventes	0000165	20260225	445710	TVA collectée			VE02E	20260225	Facture CLIENT CIRCULAIRE TECH ATLANTIQUE 02/2026 mission=maintenance_ESG	0,00	3870,00			20260225		
BQ	Journal de banque	0000166	20260225	401000	Fournisseurs	F004	CLOUD HEXAGONE BAS CARBONE	REGAC02F00407	20260225	Règlement fournisseur AC02F00407	2724,00	0,00			20260225		
BQ	Journal de banque	0000166	20260225	512000	Banque principale			REGAC02F00407	20260225	Règlement fournisseur AC02F00407	0,00	2724,00			20260225		
AC	Journal des achats	0000167	20260226	618500	Frais colloques conférences			AC02F01526	20260226	Colloques conférences data ESG - FORMADATA SUD OUEST participants=3	780,00	0,00			20260226		
AC	Journal des achats	0000167	20260226	445660	TVA déductible autres biens et services			AC02F01526	20260226	Colloques conférences data ESG - FORMADATA SUD OUEST participants=3	156,00	0,00			20260226		
AC	Journal des achats	0000167	20260226	401000	Fournisseurs	F015	FORMADATA SUD OUEST	AC02F01526	20260226	Colloques conférences data ESG - FORMADATA SUD OUEST participants=3	0,00	936,00			20260226		
AC	Journal des achats	0000168	20260226	628400	Frais recrutement personnel			AC02F02326	20260226	Frais recrutement personnel - RECRUTEMENT TALENTS DATA	1800,00	0,00			20260226		
AC	Journal des achats	0000168	20260226	445660	TVA déductible autres biens et services			AC02F02326	20260226	Frais recrutement personnel - RECRUTEMENT TALENTS DATA	360,00	0,00			20260226		
AC	Journal des achats	0000168	20260226	401000	Fournisseurs	F023	RECRUTEMENT TALENTS DATA	AC02F02326	20260226	Frais recrutement personnel - RECRUTEMENT TALENTS DATA	0,00	2160,00			20260226		
BQ	Journal de banque	0000169	20260226	401000	Fournisseurs	F004	CLOUD HEXAGONE BAS CARBONE	REGAC02F00408	20260226	Règlement fournisseur AC02F00408	612,00	0,00			20260226		
BQ	Journal de banque	0000169	20260226	512000	Banque principale			REGAC02F00408	20260226	Règlement fournisseur AC02F00408	0,00	612,00			20260226		
AC	Journal des achats	0000170	20260227	622650	Conseil RH diversité inclusion			AC02F00727	20260227	Conseil RH diversité inclusion - LEXDATA AVOCATS	1400,00	0,00			20260227		
AC	Journal des achats	0000170	20260227	445660	TVA déductible autres biens et services			AC02F00727	20260227	Conseil RH diversité inclusion - LEXDATA AVOCATS	280,00	0,00			20260227		
AC	Journal des achats	0000170	20260227	401000	Fournisseurs	F007	LEXDATA AVOCATS	AC02F00727	20260227	Conseil RH diversité inclusion - LEXDATA AVOCATS	0,00	1680,00			20260227		
AC	Journal des achats	0000171	20260227	615600	Maintenance informatique			AC02F01827	20260227	Maintenance informatique - MAINTENANCE IT OCEANE	540,00	0,00			20260227		
AC	Journal des achats	0000171	20260227	445660	TVA déductible autres biens et services			AC02F01827	20260227	Maintenance informatique - MAINTENANCE IT OCEANE	108,00	0,00			20260227		
AC	Journal des achats	0000171	20260227	401000	Fournisseurs	F018	MAINTENANCE IT OCEANE	AC02F01827	20260227	Maintenance informatique - MAINTENANCE IT OCEANE	0,00	648,00			20260227		
BQ	Journal de banque	0000172	20260227	627800	Frais bancaires			FB02	20260227	Frais bancaires 02/2026	131,00	0,00			20260227		
BQ	Journal de banque	0000172	20260227	512000	Banque principale			FB02	20260227	Frais bancaires 02/2026	0,00	131,00			20260227		
BQ	Journal de banque	0000173	20260227	401000	Fournisseurs	F022	CYBER SECURITE ATLANTIQUE	REGAC02F02209	20260227	Règlement fournisseur AC02F02209	420,00	0,00			20260227		
BQ	Journal de banque	0000173	20260227	512000	Banque principale			REGAC02F02209	20260227	Règlement fournisseur AC02F02209	0,00	420,00			20260227		
AC	Journal des achats	0000174	20260228	651100	Redevances licences logicielles			AC02F01928	20260228	Licences logicielles - LICENCES LOGICIELLES EUROPE	1170,00	0,00			20260228		
AC	Journal des achats	0000174	20260228	445660	TVA déductible autres biens et services			AC02F01928	20260228	Licences logicielles - LICENCES LOGICIELLES EUROPE	234,00	0,00			20260228		
AC	Journal des achats	0000174	20260228	401000	Fournisseurs	F019	LICENCES LOGICIELLES EUROPE	AC02F01928	20260228	Licences logicielles - LICENCES LOGICIELLES EUROPE	0,00	1404,00			20260228		
AC	Journal des achats	0000175	20260228	628500	Abonnements outils collaboratifs			AC02F01928	20260228	Abonnements outils collaboratifs - LICENCES LOGICIELLES EUROPE	550,00	0,00			20260228		
AC	Journal des achats	0000175	20260228	445660	TVA déductible autres biens et services			AC02F01928	20260228	Abonnements outils collaboratifs - LICENCES LOGICIELLES EUROPE	110,00	0,00			20260228		
AC	Journal des achats	0000175	20260228	401000	Fournisseurs	F019	LICENCES LOGICIELLES EUROPE	AC02F01928	20260228	Abonnements outils collaboratifs - LICENCES LOGICIELLES EUROPE	0,00	660,00			20260228		
AC	Journal des achats	0000176	20260228	613510	Location vélos et mobilité douce			AC02F02529	20260228	Location vélos entreprise - COOPERATIVE VELOS ENTREPRISE velos=6	360,00	0,00			20260228		
AC	Journal des achats	0000176	20260228	445660	TVA déductible autres biens et services			AC02F02529	20260228	Location vélos entreprise - COOPERATIVE VELOS ENTREPRISE velos=6	72,00	0,00			20260228		
AC	Journal des achats	0000176	20260228	401000	Fournisseurs	F025	COOPERATIVE VELOS ENTREPRISE	AC02F02529	20260228	Location vélos entreprise - COOPERATIVE VELOS ENTREPRISE velos=6	0,00	432,00			20260228		
AC	Journal des achats	0000177	20260228	613520	Location véhicules électriques			AC02F02529	20260228	Location véhicule électrique ponctuelle - COOPERATIVE VELOS ENTREPRISE km_EV=850	780,00	0,00			20260228		
AC	Journal des achats	0000177	20260228	445660	TVA déductible autres biens et services			AC02F02529	20260228	Location véhicule électrique ponctuelle - COOPERATIVE VELOS ENTREPRISE km_EV=850	156,00	0,00			20260228		
AC	Journal des achats	0000177	20260228	401000	Fournisseurs	F025	COOPERATIVE VELOS ENTREPRISE	AC02F02529	20260228	Location véhicule électrique ponctuelle - COOPERATIVE VELOS ENTREPRISE km_EV=850	0,00	936,00			20260228		
PA	Journal de paie	0000178	20260228	647100	Titres restaurant employeur			AVSOC02	20260228	Avantages sociaux employeur titres restaurant mobilité 02/2026	1209,60	0,00			20260228		
PA	Journal de paie	0000178	20260228	647200	Forfait mobilités durables transport domicile travail			AVSOC02	20260228	Avantages sociaux employeur titres restaurant mobilité 02/2026	420,00	0,00			20260228		
PA	Journal de paie	0000178	20260228	648000	Autres charges de personnel			AVSOC02	20260228	Avantages sociaux employeur titres restaurant mobilité 02/2026	150,00	0,00			20260228		
PA	Journal de paie	0000178	20260228	401000	Fournisseurs	F026	CSE ATLANTIQUE DATA CONSEIL	AVSOC02	20260228	Avantages sociaux employeur titres restaurant mobilité 02/2026	0,00	1779,60			20260228		
PA	Journal de paie	0000179	20260228	641100	Salaires et appointements			PA02-ADC001	20260228	Paie DSN 02/2026 - BERNARD CAMILLE	4500,00	0,00			20260228		
PA	Journal de paie	0000179	20260228	645100	Cotisations URSSAF			PA02-ADC001	20260228	Paie DSN 02/2026 - BERNARD CAMILLE	1129,85	0,00			20260228		
PA	Journal de paie	0000179	20260228	645400	Cotisations chômage et autres contributions			PA02-ADC001	20260228	Paie DSN 02/2026 - BERNARD CAMILLE	307,65	0,00			20260228		
PA	Journal de paie	0000179	20260228	645300	Cotisations retraite et prévoyance			PA02-ADC001	20260228	Paie DSN 02/2026 - BERNARD CAMILLE	130,74	0,00			20260228		
PA	Journal de paie	0000179	20260228	645200	Cotisations mutuelles			PA02-ADC001	20260228	Paie DSN 02/2026 - BERNARD CAMILLE	524,68	0,00			20260228		
PA	Journal de paie	0000179	20260228	421001	Personnel rémunérations dues - BERNARD CAMILLE	ADC001	BERNARD CAMILLE	PA02-ADC001	20260228	Paie DSN 02/2026 - BERNARD CAMILLE	0,00	3352,50			20260228		
PA	Journal de paie	0000179	20260228	442100	Prélèvement à la source impôt sur le revenu			PA02-ADC001	20260228	Paie DSN 02/2026 - BERNARD CAMILLE	0,00	322,92			20260228		
PA	Journal de paie	0000179	20260228	431100	URSSAF cotisations sociales			PA02-ADC001	20260228	Paie DSN 02/2026 - BERNARD CAMILLE	0,00	1575,00			20260228		
PA	Journal de paie	0000179	20260228	431200	URSSAF assurance chômage et contributions			PA02-ADC001	20260228	Paie DSN 02/2026 - BERNARD CAMILLE	0,00	428,86			20260228		
PA	Journal de paie	0000179	20260228	437200	Retraite complémentaire			PA02-ADC001	20260228	Paie DSN 02/2026 - BERNARD CAMILLE	0,00	182,25			20260228		
PA	Journal de paie	0000179	20260228	437300	Prévoyance et mutuelle			PA02-ADC001	20260228	Paie DSN 02/2026 - BERNARD CAMILLE	0,00	731,39			20260228		
PA	Journal de paie	0000180	20260228	641100	Salaires et appointements			PA02-ADC002	20260228	Paie DSN 02/2026 - MOREL THOMAS	3800,00	0,00			20260228		
PA	Journal de paie	0000180	20260228	645100	Cotisations URSSAF			PA02-ADC002	20260228	Paie DSN 02/2026 - MOREL THOMAS	926,90	0,00			20260228		
PA	Journal de paie	0000180	20260228	645400	Cotisations chômage et autres contributions			PA02-ADC002	20260228	Paie DSN 02/2026 - MOREL THOMAS	252,39	0,00			20260228		
PA	Journal de paie	0000180	20260228	645300	Cotisations retraite et prévoyance			PA02-ADC002	20260228	Paie DSN 02/2026 - MOREL THOMAS	107,26	0,00			20260228		
PA	Journal de paie	0000180	20260228	645200	Cotisations mutuelles			PA02-ADC002	20260228	Paie DSN 02/2026 - MOREL THOMAS	430,42	0,00			20260228		
PA	Journal de paie	0000180	20260228	421002	Personnel rémunérations dues - MOREL THOMAS	ADC002	MOREL THOMAS	PA02-ADC002	20260228	Paie DSN 02/2026 - MOREL THOMAS	0,00	2831,00			20260228		
PA	Journal de paie	0000180	20260228	442100	Prélèvement à la source impôt sur le revenu			PA02-ADC002	20260228	Paie DSN 02/2026 - MOREL THOMAS	0,00	222,30			20260228		
PA	Journal de paie	0000180	20260228	431100	URSSAF cotisations sociales			PA02-ADC002	20260228	Paie DSN 02/2026 - MOREL THOMAS	0,00	1330,00			20260228		
PA	Journal de paie	0000180	20260228	431200	URSSAF assurance chômage et contributions			PA02-ADC002	20260228	Paie DSN 02/2026 - MOREL THOMAS	0,00	362,15			20260228		
PA	Journal de paie	0000180	20260228	437200	Retraite complémentaire			PA02-ADC002	20260228	Paie DSN 02/2026 - MOREL THOMAS	0,00	153,90			20260228		
PA	Journal de paie	0000180	20260228	437300	Prévoyance et mutuelle			PA02-ADC002	20260228	Paie DSN 02/2026 - MOREL THOMAS	0,00	617,62			20260228		
PA	Journal de paie	0000181	20260228	641100	Salaires et appointements			PA02-ADC003	20260228	Paie DSN 02/2026 - BENALI LEILA	2900,00	0,00			20260228		
PA	Journal de paie	0000181	20260228	645100	Cotisations URSSAF			PA02-ADC003	20260228	Paie DSN 02/2026 - BENALI LEILA	674,40	0,00			20260228		
